Libellé Gare	Voyageurs	Commune	Département	coordonnees_geographiques
Ascq	O	Villeneuve-d'Ascq	Nord	"50.6219527584,3.1597682268"
Roubaix-Wattrelos	N	Roubaix	Nord	"50.6905986643,3.20393320272"
Pont-de-la-Deule	O	Flers-en-Escrebieux	Nord	"50.3976890326,3.08494691986"
La Borne-Blanche	O	Orry-la-Ville	Oise	"49.1266367254,2.50625898048"
Orry-la-Ville-Coye	O	Orry-la-Ville	Oise	"49.1393419761,2.48924536496"
Chantilly-Gouvieux	O	Chantilly	Oise	"49.1877404857,2.45939218532"
Gannes	O	Gannes	Oise	"49.5725108095,2.43680230302"
Breteuil-Embranchement	O	Bacouël	Oise	"49.6266801633,2.38423093417"
Paris-Nord-Souterraine	O	Paris-10	Paris	"48.8816419415,2.35616002226"
Brebières	O	Brebières	Pas-de-Calais	"50.3362984001,3.0137147576"
Libercourt	O	Libercourt	Pas-de-Calais	"50.4795521394,3.00877642206"
La Faloise	O	La Faloise	Somme	"49.6969284574,2.34910185913"
Longueau	O	Boves	Somme	"49.8637887546,2.35217507429"
Buire-sur-l'Ancre	O	Buire-sur-l'Ancre	Somme	"49.9651417314,2.59945644396"
Miraumont	O	Miraumont	Somme	"50.0957429446,2.73476122352"
Lille-St-Sauveur	N	Lille	Nord	"50.6256960272,3.07360359704"
Corbehem	O	Corbehem	Pas-de-Calais	"50.3429993054,3.04050426614"
Pont-de-Sallaumines	O	Sallaumines	Pas-de-Calais	"50.4157430966,2.86417703831"
Don-Sainghin	O	Sainghin-en-Weppes	Nord	"50.5514723146,2.91355905851"
Pont-à-Vendin	O	Pont-à-Vendin	Pas-de-Calais	"50.4810159565,2.87831601053"
Haubourdin	O	Haubourdin	Nord	"50.6066429175,2.98961205977"
Don-Sainghin	O	Sainghin-en-Weppes	Nord	"50.5514723146,2.91355905851"
Lille CHR	O	Lille	Nord	"50.6144906768,3.03388029976"
St-Pol-sur-Ternoise	O	St-Pol-sur-Ternoise	Pas-de-Calais	"50.3790842507,2.33817522422"
Abbeville	O	Abbeville	Somme	"50.1019712053,1.82429997932"
Marais-de-Lomme	N	Lille	Nord	"50.6354455064,3.00340877806"
Lomme (MIN)	N	Lille	Nord	"50.6405703344,3.00684801727"
Nieppe	O	Nieppe	Nord	"50.6967110083,2.82892513161"
La Madeleine (Nord)	O	La Madeleine	Nord	"50.660750645,3.07211219566"
Les Fontinettes	O	Calais	Pas-de-Calais	"50.940583808,1.84996141063"
Pont-d'Ardres	O	Ardres	Pas-de-Calais	"50.8920925271,1.97131978119"
Comines-France	O	Comines	Nord	"50.761638009,3.01115095357"
Hazebrouck	O	Hazebrouck	Nord	"50.7251674374,2.54160846211"
Coudekerque-Branche	O	Coudekerque-Branche	Nord	"51.0201766032,2.37390054978"
Lens	O	Lens	Pas-de-Calais	"50.4269780676,2.82721859091"
Loos-en-Gohelle	O	Lens	Pas-de-Calais	"50.4378191139,2.79216059151"
Mazingarbe	O	Mazingarbe	Pas-de-Calais	"50.460896168,2.70050576712"
Dunkerque-Port-Ouest	N	Loon-Plage	Nord	"51.0038628543,2.19945566802"
Achicourt	O	Achicourt	Pas-de-Calais	"50.2781568477,2.76172809718"
Duisans	N	Duisans	Pas-de-Calais	"50.3058428055,2.69884079129"
Maroeuil	O	Maroeuil	Pas-de-Calais	"50.3224580483,2.6982295279"
Ligny-St-Flochel	O	Ligny-St-Flochel	Pas-de-Calais	"50.3659458754,2.41674898739"
Hesdin	O	Hesdin	Pas-de-Calais	"50.3783012419,2.03529744848"
St-Pol-sur-Ternoise	O	St-Pol-sur-Ternoise	Pas-de-Calais	"50.3790842507,2.33817522422"
Étaples-Le Touquet	O	Étaples	Pas-de-Calais	"50.5167193558,1.64284259871"
Dannes-Camiers	O	Camiers	Pas-de-Calais	"50.5762563449,1.61486688373"
Pont-de-Briques	O	St-Étienne-au-Mont	Pas-de-Calais	"50.6828678759,1.62670605575"
Outreau	N	St-Étienne-au-Mont	Pas-de-Calais	"50.6882402759,1.61150111909"
Picquigny	O	Picquigny	Somme	"49.9461497755,2.14329002349"
Wimille-Wimereux	O	Wimereux	Pas-de-Calais	"50.7641808671,1.61373979576"
Le Haut-Banc	O	Rety	Pas-de-Calais	"50.8162071833,1.77184236161"
Caffiers	O	Caffiers	Pas-de-Calais	"50.8506140512,1.81148166466"
Les Fontinettes	O	Calais	Pas-de-Calais	"50.940583808,1.84996141063"
Villaines (Val-d'Oise)	O	Villaines-sous-Bois	Val-d'Oise	"49.0786156013,2.34939105026"
Belloy-St-Martin	O	Belloy-en-France	Val-d'Oise	"49.0981509997,2.36120304528"
Creil	O	Creil	Oise	"49.264336965,2.46933851337"
Cires-lès-Mello	O	Cires-lès-Mello	Oise	"49.2714904534,2.3602804522"
Mouy-Bury	O	Angy	Oise	"49.3205463529,2.32657013695"
Villers-St-Sépulcre	O	Villers-St-Sépulcre	Oise	"49.3672474043,2.22171441705"
Montreuil-sur-Thérain	O	Montreuil-sur-Thérain	Oise	"49.3816849579,2.19992191291"
Rochy-Condé	O	Rochy-Condé	Oise	"49.3983643187,2.17272374364"
La Rue-St-Pierre	N	La Rue-St-Pierre	Oise	"49.4116058736,2.3150326865"
Remy (Oise)	O	Remy	Oise	"49.4331727226,2.70574972003"
Rochy-Condé	O	Rochy-Condé	Oise	"49.3983643187,2.17272374364"
Attichy	N	Jaulzy	Oise	"49.4006331419,3.0448567965"
Breteuil-Ville	N	Breteuil	Oise	"49.6280168735,2.30275716896"
Morgny	O	Morgny-la-Pommeraye	Seine-Maritime	"49.5231758786,1.24780061045"
Serqueux	O	Serqueux	Seine-Maritime	"49.6314629384,1.53987753866"
Longuerue-Vieux-Manoir	O	Vieux-Manoir	Seine-Maritime	"49.5567882084,1.27673390993"
Namps-Quevauvillers	O	Namps-Maisnil	Somme	"49.8081462221,2.10528073244"
Nogent-sur-Seine	O	Nogent-sur-Seine	Aube	"48.4979476027,3.49383390717"
Châtres (Aube)	N	Châtres	Aube	"48.4991280583,3.85529832046"
St-Mesmin	N	St-Mesmin	Aube	"48.4386665684,3.92551986004"
Troyes	O	Troyes	Aube	"48.2958800327,4.06483520717"
Vendeuvre (Aube)	O	Vendeuvre-sur-Barse	Aube	"48.2402807036,4.46728626891"
Jessains	N	Jessains	Aube	"48.2846444753,4.58312884076"
Clairvaux	N	Longchamp-sur-Aujon	Aube	"48.1583434875,4.80195078192"
Chaumont	O	Chaumont	Haute-Marne	"48.1095595141,5.13398630271"
Port-d'Atelier-Amance	N	Faverney	Haute-Saône	"47.7625359747,6.04006286833"
Creveney-Saulx	N	Creveney	Haute-Saône	"47.6829911915,6.28727763295"
Valdieu	O	Valdieu-Lutran	Haut-Rhin	"47.6312082541,7.05637561139"
Dannemarie	O	Dannemarie	Haut-Rhin	"47.6275847525,7.12471330082"
Walheim	O	Walheim	Haut-Rhin	"47.6418011166,7.26333867505"
Hasenrain	O	Mulhouse	Haut-Rhin	"47.7359067987,7.33037761711"
Mulhouse-Ville	O	Mulhouse	Haut-Rhin	"47.7423575822,7.3436780886"
Paris-La Villette-Hébert	N	Paris-18	Paris	"48.8950795478,2.37075711191"
Roissy-en-Brie	O	Roissy-en-Brie	Seine-et-Marne	"48.7956795531,2.65030669583"
Mormant	O	Mormant	Seine-et-Marne	"48.6136878752,2.88896582942"
Noisy-le-Sec	O	Noisy-le-Sec	Seine-St-Denis	"48.8967504288,2.45992179718"
Les Boullereaux-Champigny	O	Champigny-sur-Marne	Val-de-Marne	"48.8248159046,2.51179173544"
Villiers-sur-Marne-Le Plessis-Tré	O	Villiers-sur-Marne	Val-de-Marne	"48.8230768239,2.54242113575"
Tournan	O	Tournan-en-Brie	Seine-et-Marne	"48.7393247053,2.75941117318"
Guérard-La Celle-sur-Morin	O	Guérard	Seine-et-Marne	"48.8104390604,2.95476185711"
Montmirail	N	Montmirail	Marne	"48.8729696391,3.53092768419"
Lorraine-TGV	O	Louvigny	Moselle	"48.9479957006,6.1732863083"
Sézanne	N	Vindey	Marne	"48.7147282214,3.72894193293"
Anglure	N	Anglure	Marne	"48.5834084048,3.80387313172"
Troyes	O	Troyes	Aube	"48.2958800327,4.06483520717"
Gigny-Brandonvillers	N	Gigny-Bussy	Marne	"48.5968004724,4.58415799734"
Brienne-le-Château	N	Brienne-le-Château	Aube	"48.3960485454,4.53234989899"
Eurville-Bienville	O	Eurville-Bienville	Haute-Marne	"48.5823141058,5.04474500955"
Chevillon	O	Chevillon	Haute-Marne	"48.5241362988,5.11191541363"
St-Eulien	O	St-Eulien	Marne	"48.6780511861,4.86850650429"
Épinal	O	Épinal	Ardennes	"48.1779619872,6.44126870858"
Neufchâteau	O	Neufchâteau	Vosges	"48.3582342953,5.69005411994"
Gironcourt-Houécourt	N	Gironcourt-sur-Vraine	Vosges	"48.3104538827,5.92147551423"
Bourmont	N	Bourmont	Haute-Marne	"48.2013766013,5.58640475699"
Andilly	O	Andilly-en-Bassigny	Haute-Marne	"47.9121155014,5.50580897991"
Merrey (Haute-Marne)	O	Merrey	Haute-Marne	"48.0540025523,5.5948507456"
Damblain	O	Damblain	Vosges	"48.0938067837,5.65634703882"
Rozières-sur-Mouzon	O	Rozières-sur-Mouzon	Vosges	"48.1209078046,5.70552515933"
Hymont-Mattaincourt	O	Hymont-Mattaincourt	Vosges	"48.2707390281,6.14015755002"
Barisey-la-Côte	N	Barisey-la-Côte	Meurthe-et-Moselle	"48.5336127082,5.84005281384"
Blainville-Damelevières	O	Damelevières	Meurthe-et-Moselle	"48.5656986864,6.38521142517"
Bayon	O	Virecourt	Meurthe-et-Moselle	"48.4680060652,6.32286863279"
Châtel-Nomexy	O	Nomexy	Vosges	"48.3071262689,6.38754008367"
Aillevillers	O	Aillevillers-et Lyaumont	Haute-Saône	"47.9141842561,6.33717947731"
St-Nabord	O	St-Nabord	Vosges	"48.0456542684,6.58137264619"
Remiremont	O	Remiremont	Vosges	"48.0168312506,6.59835208064"
Granges	N	Granges-sur-Vologne	Vosges	"48.1473863487,6.7909555792"
Anould	N	Anould	Vosges	"48.1904112117,6.95078890021"
Mont-sur-Meurthe	O	Mont-sur-Meurthe	Meurthe-et-Moselle	"48.5600845887,6.45013361183"
Chenevières	O	Chenevières	Meurthe-et-Moselle	"48.5195235756,6.63274644308"
Bertrichamps	O	Bertrichamps	Meurthe-et-Moselle	"48.4283451115,6.79134930236"
Mézy	N	Mézy-Moulins	Aisne	"49.0668266553,3.50603673606"
Chézy-sur-Marne	O	Chézy-sur-Marne	Aisne	"48.9919353565,3.36469297359"
Steinbourg	O	Steinbourg	Bas-Rhin	"48.7635436486,7.41505637675"
Brumath	O	Brumath	Bas-Rhin	"48.7329995412,7.70019761535"
Toul	O	Toul	Meurthe-et-Moselle	"48.6790498967,5.87944980591"
Ernécourt-Loxéville	N	Erneville-aux-Bois	Meuse	"48.7511487374,5.40657513608"
Pagny-sur-Meuse	O	Pagny-sur-Meuse	Meuse	"48.6967031948,5.73391908063"
Héming	N	Héming	Moselle	"48.6916992548,6.97123716757"
Réding	O	Réding	Moselle	"48.7426374823,7.095900163"
Chelles-Gournay	O	Chelles	Seine-et-Marne	"48.8741494216,2.58270950015"
Bondy	O	Bondy	Seine-St-Denis	"48.894395412,2.47729296406"
Crécy-en-Brie-La Chapelle	O	Crécy-la-Chapelle	Seine-et-Marne	"48.859470653,2.90591991132"
Mareuil-sur-Ourcq	O	Mareuil-sur-Ourcq	Oise	"49.1356445713,3.07570165459"
Isles-Armentières	O	Isles-les-Meldeuses	Seine-et-Marne	"48.9979887365,3.00712167133"
Avenay	O	Avenay-Val-d'Or	Marne	"49.0646923037,4.04351628162"
Reims-Maison-Blanche	O	Reims	Marne	"49.2334162549,4.02270605166"
Villepinte	O	Villepinte	Seine-St-Denis	"48.9630747648,2.51244086997"
Sillery	O	Sillery	Marne	"49.2033257997,4.14419978005"
Reims-St-Léonard	N	St-Léonard	Marne	"49.2233112747,4.10314039972"
Valmy	N	Valmy	Marne	"49.0802398482,4.78888223789"
Ste-Menehould	O	Ste-Menehould	Marne	"49.0898536591,4.90356559777"
Conflans-Jarny	O	Jarny	Meurthe-et-Moselle	"49.1665101188,5.86817260393"
Marbache	O	Marbache	Meurthe-et-Moselle	"48.8010947455,6.1093009584"
Pont-à-Mousson	O	Pont-à-Mousson	Meurthe-et-Moselle	"48.900207191,6.05060819392"
Baroncourt	O	Dommary-Baroncourt	Meuse	"49.2843164395,5.69974319544"
Duppigheim	O	Duppigheim	Bas-Rhin	"48.5440426618,7.58707235924"
Molsheim	O	Molsheim	Bas-Rhin	"48.5374686282,7.50011758857"
Mutzig	O	Mutzig	Bas-Rhin	"48.5335932771,7.46240650351"
Heiligenberg-Mollkirch	O	Mollkirch	Bas-Rhin	"48.5274175722,7.38137529989"
Urmatt	O	Urmatt	Bas-Rhin	"48.5257155898,7.33912644373"
Mullerhof	O	Urmatt	Bas-Rhin	"48.5247387731,7.31261650016"
Russ-Hersbach	O	Wisches	Bas-Rhin	"48.4981421669,7.25169272968"
Schirmeck-La Broque	O	Schirmeck	Bas-Rhin	"48.4800039075,7.21594208416"
Rothau	O	Rothau	Bas-Rhin	"48.4592230316,7.20743234328"
Entzheim-Aéroport	O	Entzheim	Bas-Rhin	"48.54717742,7.62936898966"
Colroy-Lubine	O	Colroy-la-Grande	Vosges	"48.3145619524,7.13127343551"
St-Dié	O	St-Dié	Vosges	"48.2821202887,6.94717370773"
Gertwiller	O	Gertwiller	Bas-Rhin	"48.4133355546,7.46635457089"
Bischoffsheim	O	Bischoffsheim	Bas-Rhin	"48.4870143455,7.49795625091"
Scherwiller	O	Scherwiller	Bas-Rhin	"48.2868820079,7.43058825718"
Dorlisheim	O	Dorlisheim	Bas-Rhin	"48.5246479095,7.4930340197"
Benfeld	O	Benfeld	Bas-Rhin	"48.3736450298,7.58402888791"
Mulhouse-Ville	O	Mulhouse	Haut-Rhin	"47.7423575822,7.3436780886"
Rixheim	O	Rixheim	Haut-Rhin	"47.7512646376,7.39954295171"
Bartenheim	O	Bartenheim	Haut-Rhin	"47.6349067033,7.48763490511"
Colmar	O	Colmar	Haut-Rhin	"48.0731722815,7.34694339731"
Limeray	O	Limeray	Indre-et-Loire	"47.4499597318,1.0495916655"
Noizay	O	Noizay	Indre-et-Loire	"47.4097368795,0.896467790825"
Montlouis	O	Montlouis-sur-Loire	Indre-et-Loire	"47.3910355781,0.816928674631"
Villeperdue	O	Villeperdue	Indre-et-Loire	"47.2019609224,0.633680638931"
Ste-Maure-Noyant	O	Noyant-de-Touraine	Indre-et-Loire	"47.1112752556,0.577056751527"
La Chapelle-St-Mesmin	O	La Chapelle-St-Mesmin	Loiret	"47.8929889237,1.8270043022"
Chaingy	O	Chaingy	Loiret	"47.8770169108,1.78236689649"
Meung-sur-Loire	O	Meung-sur-Loire	Loiret	"47.8299994282,1.69183003095"
Boisseaux	O	Boisseaux	Loiret	"48.2564693789,1.97323486467"
La Chaussée-St-Victor	O	La Chaussée-St-Victor	Loir-et-Cher	"47.6131784986,1.35442028012"
Choisy-le-Roi	O	Choisy-le-Roi	Val-de-Marne	"48.7642927566,2.41152976365"
Futuroscope	O	Chasseneuil-du-Poitou	Vienne	"46.6698236436,0.378103406869"
St-Benoît (Vienne)	N	St-Benoît	Vienne	"46.5463206483,0.335088525451"
Ligugé	O	Ligugé	Vienne	"46.5203472529,0.333286774094"
Iteuil	O	Iteuil	Vienne	"46.4842165098,0.316918460238"
Vivonne	O	Vivonne	Vienne	"46.4264828151,0.265134203648"
St-Jean-de-Sauves	N	St-Jean-de-Sauves	Vienne	"46.8364958147,0.093223935525"
Poitiers	O	Poitiers	Vienne	"46.5823642647,0.332786866524"
Gaillan	N	Gaillan-en-Médoc	Gironde	"45.3200063437,-0.970029641873"
Blanquefort	O	Blanquefort	Gironde	"44.9175682764,-0.623774102496"
Queyrac-Montalivet	N	Queyrac	Gironde	"45.3661469769,-1.00131414828"
Bordeaux-St-Jean	O	Bordeaux	Gironde	"44.8259231021,-0.55597751649"
Masseret	O	Masseret	Corrèze	"45.5371137538,1.54113293285"
Noailles (Corrèze)	N	Noailles	Corrèze	"45.0908978993,1.51540892043"
Fromental	O	Fromental	Haute-Vienne	"46.1733386258,1.4351279279"
Déols	N	Montierchaume	Indre	"46.8368546295,1.76330835252"
Lothiers	O	Tendu	Indre	"46.6976166764,1.56498267225"
Argenton-sur-Creuse	O	Argenton-sur-Creuse	Indre	"46.5946804847,1.51592794382"
La Ferté-St-Aubin	O	La Ferté-St-Aubin	Loiret	"47.7221918207,1.93181865754"
Theillay (Loir-et-Cher)	O	Theillay	Loir-et-Cher	"47.3176338739,2.04468468974"
Cahors	O	Cahors	Lot	"44.4489723969,1.43279953496"
Vierzon-Ville	O	Vierzon	Cher	"47.2282131577,2.05511588413"
Azay-sur-Cher	O	Montlouis-sur-Loire	Indre-et-Loire	"47.3651400921,0.860084460662"
St-Pierre-des-Corps	O	St-Pierre-des-Corps	Indre-et-Loire	"47.385857787,0.725129291128"
Villefranche-sur-Cher	O	Villefranche-sur-Cher	Loir-et-Cher	"47.2949424981,1.76850412028"
Selles-sur-Cher	O	Selles-sur-Cher	Loir-et-Cher	"47.2818879134,1.54614416445"
St-Aignan-Noyers	O	Noyers-sur-Cher	Loir-et-Cher	"47.2868722029,1.38397837821"
Châtillon-sur-Indre	N	Châtillon-sur-Indre	Indre	"46.9921417081,1.17104869224"
Reignac	O	Reignac-sur-Indre	Indre-et-Loire	"47.2177935534,0.901297776805"
Chambourg	O	Chambourg-sur-Indre	Indre-et-Loire	"47.1816511949,0.965424353003"
Le Grand-Pressigny	N	Le Grand-Pressigny	Indre-et-Loire	"46.9201702138,0.793598572383"
Varennes-sur-Fouzon	O	Varennes-sur-Fouzon	Indre	"47.2144220138,1.6145845345"
Valençay	O	Valençay	Indre	"47.1630824839,1.55850001165"
Loreux	O	Loreux	Loir-et-Cher	"47.3902030079,1.83433866538"
Romorantin (Voie étroite)	O	Romorantin-Lanthenay	Loir-et-Cher	"47.3562483149,1.73911819991"
Le Dorat	O	Le Dorat	Haute-Vienne	"46.2109751047,1.07935866907"
Mignaloux-Nouaillé	O	Mignaloux-Beauvoir	Vienne	"46.526077357,0.411829367828"
Montmorillon	O	Montmorillon	Vienne	"46.4173654648,0.873793055359"
Le Dorat	O	Le Dorat	Haute-Vienne	"46.2109751047,1.07935866907"
Bellac	O	Bellac	Haute-Vienne	"46.1252598018,1.04624342884"
Exideuil-sur-Vienne	O	Exideuil	Charente	"45.8862498947,0.666930586479"
Ruelle	O	Ruelle-sur-Touvre	Charente	"45.6763446905,0.221343358981"
Verneuil-sur-Vienne	O	Verneuil-sur-Vienne	Haute-Vienne	"45.8378537096,1.11272026931"
St-Junien	O	St-Junien	Haute-Vienne	"45.8813786208,0.900404655393"
La Coquille	O	La Coquille	Dordogne	"45.5406929717,0.974416245894"
Périgueux	O	Périgueux	Dordogne	"45.1872071664,0.707234714033"
Limoges-Bénédictins	O	Limoges	Haute-Vienne	"45.837914801,1.26949792998"
L'Aiguille	O	Bosmie-l'Aiguille	Haute-Vienne	"45.7783218327,1.2051075622"
Pompadour	O	Arnac-Pompadour	Corrèze	"45.3951930449,1.3872301907"
Varetz	O	Varetz	Corrèze	"45.1911101398,1.4474099721"
Coussac-Bonneval	O	Coussac-Bonneval	Haute-Vienne	"45.5075313245,1.31116687495"
Bussière-Galant	O	Bussière-Galant	Haute-Vienne	"45.6076197273,1.02614012068"
Mussidan	O	Cours-de-Pile	Dordogne	"45.0345448196,0.353907885949"
Aubazine-St-Hilaire	O	St-Hilaire-Peyroux	Corrèze	"45.1817867688,1.64185227147"
Condat-le-Lardin	O	Le Lardin-St-Lazare	Dordogne	"45.1266577366,1.22644937238"
Marsac (Dordogne)	O	Marsac-sur-l'Isle	Dordogne	"45.1860282787,0.662471871039"
Niversac	O	St-Laurent-sur-Manoire	Dordogne	"45.1383858102,0.808307981028"
Vézac-Beynac	N	Vézac	Dordogne	"44.835139068,1.15844085807"
Lamothe-Montravel	O	Lamothe-Montravel	Dordogne	"44.8537828165,0.0215292843435"
Bergerac	O	Bergerac	Dordogne	"44.8571813267,0.489255942214"
Trémolat	O	Trémolat	Dordogne	"44.8623305886,0.830416344684"
La Gélie	N	La Douze	Dordogne	"45.0425359733,0.897232516965"
Belvès	O	Belvès	Dordogne	"44.7773749086,1.01188649629"
Villefranche-du-Périgord	O	Loubejac	Dordogne	"44.6269517815,1.04915995437"
Trentels-Ladignac	O	Trentels	Lot-et-Garonne	"44.4429698493,0.88503268886"
Laroque	O	Laroque-Timbaut	Lot-et-Garonne	"44.2875000653,0.749741149828"
Capendu	N	Capendu	Aude	"43.1842886849,2.55425076721"
Moux (Aude)	N	Moux	Aude	"43.1862575273,2.64304345589"
Lézignan (Aude)	O	Lézignan-Corbières	Aude	"43.2000099281,2.77004345787"
Langon	O	Langon	Gironde	"44.5554670988,-0.255643986588"
St-Pierre-d'Aurillac	O	St-Pierre-d'Aurillac	Gironde	"44.5752187415,-0.187547654633"
Caudrot	O	Caudrot	Gironde	"44.5802046558,-0.144916842793"
Gironde	O	Gironde-sur-Dropt	Gironde	"44.5829909022,-0.0919537880523"
Villenave-d'Ornon	O	Villenave-d'Ornon	Gironde	"44.7686526097,-0.547484541601"
Fenouillet	N	Fenouillet	Haute-Garonne	"43.6841048417,1.40159954548"
Fenouillet-St-Alban	O	Fenouillet	Haute-Garonne	"43.6836629901,1.40185410738"
Lacourtensourt	O	Toulouse	Haute-Garonne	"43.6635372823,1.41417405945"
Lalande-Église	O	Toulouse	Haute-Garonne	"43.6455344099,1.42894055118"
Montlaur	O	Montlaur	Haute-Garonne	"43.4748352513,1.57850707381"
Baziège	O	Baziège	Haute-Garonne	"43.4532151894,1.62124096344"
Marseillan-Plage	O	Marseillan	Hérault	"43.3183527558,3.53590161911"
Marmande	O	Marmande	Lot-et-Garonne	"44.5032030958,0.168080472896"
Golfech	O	Golfech	Tarn-et-Garonne	"44.1162126669,0.853637697382"
Lavilledieu	O	La Ville-Dieu-du-Temple	Tarn-et-Garonne	"44.0354595402,1.2150383032"
Condom	N	Condom	Gers	"43.9621620366,0.365491300257"
Lectoure	N	Lectoure	Gers	"43.930946549,0.615227658855"
Ste-Christie	N	Ste-Christie	Gers	"43.7578813781,0.618406318554"
Astaffort	N	Astaffort	Lot-et-Garonne	"44.0668003627,0.651201966137"
L'Isle-Jourdain (Gers)	O	L'Isle-Jourdain	Gers	"43.6172680405,1.08985877265"
Pibrac	O	Pibrac	Haute-Garonne	"43.6215242011,1.28930075485"
Sergy-St-Genis	N	Sergy	Ain	"46.24925977,6.01104245348"
Valleiry	O	Valleiry	Haute-Savoie	"46.1094304515,5.96701573788"
Thonon-les-Bains	O	Thonon-les-Bains	Haute-Savoie	"46.3691930447,6.48271855025"
Sallanches-Combloux-Megève	O	Sallanches	Haute-Savoie	"45.9357779174,6.63649948642"
St-Gervais-les-Bains-Le Fayet	O	St-Gervais-les-Bains	Haute-Savoie	"45.9065209164,6.70128298948"
Les Tines	O	Chamonix-Mont-Blanc	Haute-Savoie	"45.9507222262,6.89916272607"
Argentière	O	Chamonix-Mont-Blanc	Haute-Savoie	"45.9817583719,6.92677364591"
Bloye	N	Bloye	Haute-Savoie	"45.8240954186,5.95364298875"
Lovagny-Gorges-du-Fier	N	Lovagny	Haute-Savoie	"45.8984270466,6.04818645466"
Annecy	O	Annecy	Haute-Savoie	"45.9022109431,6.12183297126"
Albens	O	Albens	Savoie	"45.7859312752,5.94860165808"
Notre-Dame-de-Briançon	O	La Léchère	Savoie	"45.539335363,6.46870461487"
Petit-Coeur-La Léchère-les-Bains	O	La Léchère	Savoie	"45.52155986,6.48420976759"
Aigueblanche	N	Aigueblanche	Savoie	"45.4996323863,6.51147765267"
Vions-Chanaz	O	Vions	Savoie	"45.8246255054,5.8069893162"
Viviers-du-Lac	O	Viviers-du-Lac	Savoie	"45.6485511675,5.9032862573"
Pontamafrey	N	Pontamafrey-Montpascal	Savoie	"45.3100228702,6.34277464815"
St-Jean-de-Maurienne-Arvan	O	St-Jean-de-Maurienne	Savoie	"45.2778003705,6.35486095823"
St-André-le-Gaz	O	St-André-le-Gaz	Isère	"45.5439370418,5.52473658792"
Pont-de-Beauvoisin	O	Le Pont-de-Beauvoisin	Isère	"45.5244593879,5.68066333627"
Aiguebelette-le-Lac	O	Aiguebelette-le-Lac	Savoie	"45.5362217898,5.81311835453"
Gardanne	O	Gardanne	Bouches-du-Rhône	"43.4561151642,5.46318033699"
Veynes-Dévoluy	O	Veynes	Hautes-Alpes	"44.5316410692,5.81524856974"
Voiron	O	Voiron	Isère	"45.3635297,5.59549537511"
Les Chartreux	N	Voreppe	Isère	"45.2852464341,5.63575919031"
St-Georges-de-Commiers	O	St-Georges-de-Commiers	Isère	"45.0438123841,5.70106588986"
Clelles-Mens	O	Clelles	Isère	"44.8269934855,5.60580496821"
Bourgoin-Jallieu	O	Bourgoin-Jallieu	Isère	"45.583899715,5.27427857958"
St-Priest	O	St-Priest	Rhône	"45.6862038701,4.93507131859"
Chasse-sur-Rhône	O	Chasse-sur-Rhône	Isère	"45.5825215057,4.79521301953"
Moirans-la-Galifette	O	Moirans	Isère	"45.3239485005,5.56410825383"
Grenoble	O	Grenoble	Isère	"45.1908302525,5.71451681977"
Brignoud	O	Villard-Bonnot	Isère	"45.2624989247,5.90132474093"
Goncelin	O	Goncelin	Isère	"45.3419707753,5.97398276537"
Grenoble-Université-Gières	O	Gières	Isère	"45.1849677079,5.78464175397"
Saillans	O	Saillans	Drôme	"44.694431473,5.19478393908"
Aspres-sur-Buëch	O	Aspres-sur-Buëch	Hautes-Alpes	"44.5193795097,5.75433249325"
La Beaume	N	La Beaume	Hautes-Alpes	"44.5523362586,5.63396045685"
Veynes-Dévoluy	O	Veynes	Hautes-Alpes	"44.5316410692,5.81524856974"
La Freissinouse	N	La Roche-des-Arnauds	Hautes-Alpes	"44.5440448676,5.99987634874"
Châteauroux (Hautes-Alpes)	N	Châteauroux-les-Alpes	Hautes-Alpes	"44.6096329015,6.53016699796"
Digne	N	Digne-les-Bains	Alpes-de-Haute-Provenc	"44.0887978334,6.2228563898"
Salon	O	Salon-de-Provence	Bouches-du-Rhône	"43.6390399533,5.08844945642"
Miramas	O	Miramas	Bouches-du-Rhône	"43.5809187235,4.99949264052"
St-Saturnin-d'Avignon	O	St-Saturnin-lès-Avignon	Vaucluse	"43.9531145542,4.93518777264"
Orange	O	Orange	Vaucluse	"44.1374545887,4.81964107431"
Carpentras	N	Carpentras	Vaucluse	"44.0489490868,5.04389048847"
Rognac	O	Rognac	Bouches-du-Rhône	"43.4866778835,5.23087189089"
Mandelieu-la-Napoule	O	Mandelieu-la-Napoule	Alpes-Maritimes	"43.5239318345,6.94149765552"
Cannes	O	Cannes	Alpes-Maritimes	"43.5540107057,7.01872598871"
Beaulieu-sur-Mer	O	Beaulieu-sur-Mer	Alpes-Maritimes	"43.7066904697,7.33181086741"
Èze	O	Èze	Alpes-Maritimes	"43.72222527,7.35711284925"
Cap-Martin-Roquebrune	O	Roquebrune-Cap-Martin	Alpes-Maritimes	"43.7606280675,7.45759416111"
Carnolès	O	Roquebrune-Cap-Martin	Alpes-Maritimes	"43.7612858966,7.48092370131"
La Penne-sur-Huveaune	O	La Penne-sur-Huveaune	Bouches-du-Rhône	"43.2847891413,5.5155538411"
St-Marcel	O	Marseille-11	Bouches-du-Rhône	"43.2883134277,5.46715107352"
Vintimille	O	Vintimille	Étranger	"43.7936765064,7.60772002231"
Pignans	O	Pignans	Var	"43.2984534994,6.2248882393"
Le Muy	N	Le Muy	Var	"43.4703044536,6.57342574497"
Le Dramont	O	St-Raphaël	Var	"43.4173391404,6.83975732468"
