"INSEE";"Appellation courante";"Date de protection";"Statut"
"59606";"Ancienne faïencerie";"1944";NA
"59606";"Ancienne fosse Dutemple";"1992";"propriété de la commune"
"59606";"Ancien Hôtel de Lambesc";"1944";NA
"59606";"Immeuble";"1944";"propriété privée"
"59606";"Maison du Prévôt";"1923";NA
"59606";"Hôtel de Barneville";"1972";"propriété d'une association"
"59606";"Ancien cinéma « Le Palace »";"2019";"propriété privée"
"59606";"Auberge du Bon Fermier";"1970";"propriété d'une société privée"
"59608";"Menhir dit Le Gros Caillou ou Grès Montfort";"1980";"propriété de la commune"
"59611";"Fontaine Saint-Chrysole";"1920";"propriété de la commune"
"59611";"Propriété dite """"Ferme des Templiers""""";"1920";"propriété d'une société privée"
"59615";"Motte féodale";"1988";"propriété privée"
"59615";"Motte féodale";"1980";"propriété privée"
"59616";"Chapelle de la Solitude";"2003";"propriété de la commune"
"59628";"Eglise Saint-Folquin";"2006";"propriété de la commune"
"59632";"Salle des fêtes du quartier d'Arenberg construite par la compagnie des mines d'Anzin";"2009";"propriété de la commune"
"59632";"Ancienne école ménagère du quartier d'Arenberg";"2009";"propriété de la commune"
"59632";"Ancien site minier de Wallers-Arenberg";"2010";"propriété de la commune"
"59634";"Base de lancement de V 1 du Bois des Huit Rues (également sur commune de Morbecque)";"2007";"propriété privée ; propriété de l'Etat ; propriété de la commune"
"59636";"Pharmacie";"1986";"propriété privée"
"59636";"Ancienne malterie de la distillerie Claeyssens";"1999";"propriété de la commune"
"59636";"Distillerie Claeyssens";"2000";"propriété d'une société privée"
"59636";"Ancienne filature de lin La Linière de Wambrechies";"2000";"propriété d'une société privée"
"59641";"Eglise Notre-Dame de l'Assomption";"2006";"propriété de la commune"
"59646";"Ancien groupe scolaire du Centre, aujourd'hui Lefebvre-Malfait";"2019";"propriété de la commune"
"59647";"Abbaye";"1980";"propriété de la commune"
"59647";"Tour";"1909";"propriété de la commune"
"59647";"Moulin à vent dit Moulin de la Montagne";"1977";"propriété d'une société privée"
"59647";"Eglise Saint-Gilles";"1984";"propriété de la commune"
"59650";"Café-bourloire Le Carin";"2006";"propriété privée"
"59650";"Café-bourloire du Cercle Saint-Paul";"2006";"propriété privée"
"59650";"Eglise Sainte-Thérèse de l'Enfant-Jésus";"2005";"propriété d'une association diocésaine"
"59654";"Ancien centre médical et de patronage de la cité Notre-Dame de la compagnie des mines d'Aniche, aujourd'hui centre social et culturel Henri Martel";"2009";"propriété de la commune"
"59654";"Ancien groupe scolaire de la cité notre-Dame de la compagnie des mines d'Aniche, aujourd'hui école maternelle Frédéric Chopin, écoles primaires Nicolas Copernic et Marie Curie Sklodowska";"2009";"propriété de la commune"
"59654";"Presbytères français et polonais de l'église Notre-Dame-des-Mineurs de la compagnie des mines d'Aniche";"2010";"propriété d'une association diocésaine"
"59654";"Eglise Notre-Dame des Mineurs";"2010";"propriété d'une association diocésaine"
"59655";"Eglise Saint-Martin";"1947";"propriété de la commune"
"59657";"Château de la Briarde";"1993";"propriété d'une société privée"
"59657";"Eglise Saint-Sylvestre";"1958";NA
"59662";"Motte féodale";"1979";"propriété privée"
"59663";"Eglise Saint-Martin";"1987";"propriété de la commune"
"59663";"Maison";"1984";"propriété privée"
"59663";"Moulin à vent dit Moulin de Riele ou Moulin Deschodt";"1977";"propriété de la commune"
"59664";"Motte féodale";"1979";"propriété privée"
"59666";"Maison dite Ancienne justice de paix";"1951";NA
"59666";"Eglise Saint-Omer";"2006";"propriété de la commune"
"59669";"Motte féodale";"1978";NA
"59669";"Motte féodale";"1978";"propriété privée"
"60004";"Ancienne abbaye de Beaupré";"1988";"propriété privée"
"60005";"Eglise";"1926";"propriété de la commune"
"60007";"Eglise Saint-Léger";"1850";"propriété de la commune"
"60007";"Ferme Saint-Rémy-l'Abbaye ou prieuré de Ronquerolles";"1966";"propriété privée"
"60009";"Eglise de Notre-Dame de l'Annonciation";"1862";"propriété de la commune"
"60010";"Prieuré de la Trinité du Fay";"1988";"propriété privée"
"60010";"Eglise Saint-Martin";"1982";"propriété de la commune"
"60010";"Domaine de Sandricourt (également sur commune de Méru)";"1991";"propriété privée"
"60013";"Eglise";"1862";"propriété de la commune"
"60015";"Eglise";"1862";"propriété de la commune"
"60016";"Eglise";"1927";"propriété de la commune"
"60022";"Table d'Apremont (également sur commune de Vineuil-Saint-Firmin)";"1988";"propriété privée"
"60023";"Eglise";"1949";"propriété de la commune"
"60025";"Maison dite Villa des Avenues";"2003";"propriété privée"
"60026";"Ancienne forge";"1986";"propriété de la commune"
"60029";"Maison et usine Boulenger";"1991";"propriété de la commune ; propriété d'une société privée ; propriété privée"
"60029";"Ancienne manufacture de carreaux Boulenger";"2020";"propriété de la commune ; propriété privée"
"60030";"Château d'Auteuil";NA;NA
"60031";"Eglise";"1942";"propriété de la commune"
"60032";"Eglise";"1913";"propriété de la commune"
"60033";"Parc du domaine de Chantilly (également sur communes de Chantilly et Vineuil-Saint-Firmin)";"1988";"propriété privée"
"60034";"Eglise";"1950";"propriété de la commune"
"60040";"Ferme de Saint-Julien-Le-Pauvre";"1987";"propriété privée"
"60040";"Ferme d'Ereuse";"1989";"propriété privée"
"60040";"Ferme d'Eraine";"1988";"propriété privée"
"60041";"Oppidum gaulois et camp de César";"1979";"propriété privée"
"60041";"Château";"1961";"propriété d'une société privée"
"60044";"Eglise";"1927";"propriété de la commune"
"60045";"Eglise";"1978";"propriété de la commune"
"60047";"Eglise";"1840";"propriété de la commune"
"60047";"Manoir de Beaulieu-le-Vieux";"1982";"propriété d'une société privée"
"60054";"Ancienne abbaye de Marcheroux";"1995";"propriété d'une société privée ; propriété privée"
"60056";"Château";"1978";"propriété de la commune ; propriété privée"
"60057";"Chapelle de l’archiconfrérie  Saint-Joseph de Beauvais";"2022";"propriété privée"
"60057";"Ancien palais épiscopal, ancien palais de justice, actuellement musée départemental de l'Oise";"1862";"propriété d'un établissement public régional"
"60057";"Maison dite des Trois Piliers";"1889";NA
"60057";"Ancienne église Saint-Barthelemy";"1930";"propriété de la commune"
"60057";"Eglise de la Basse-Oeuvre";"1840";"propriété de l'Etat"
"60057";"Eglise Saint-Etienne";"1846";"propriété de la commune"
"60057";"Hôtel de ville";"1912";"propriété de la commune"
"60057";"Chapelle du cimetière de Notre-Dame-du-Thil";"1930";"propriété de la commune"
"60057";"Maison à pans de bois";"2022";"propriété privée"
"60057";"Eglise Notre-Dame de Marissel";"1913";"propriété de la commune"
"60057";"Tour Boileau";"1930";"propriété de la commune"
"60057";"Cloître de la cathédrale et de l'ancien musée";"1927";"propriété de l'Etat"
"60057";"Maison";"1996";"propriété privée"
"60057";"lycée Félix Faure";"2017";"propriété de la commune"
"60057";"Ancienne abbaye Saint-Lucien, à Notre-Dame-du-Thil";"1930";"propriété d'une société privée ; propriété de la commune"
"60057";"Ancien Bureau des Pauvres";"1987";"propriété d'un établissement public"
"60057";"Cathédrale Saint-Pierre";"1840";"propriété de l'Etat"
"60057";"Ancienne maladrerie Saint-Lazare, à Voisinlieu";"1939";"propriété de la commune"
"60057";"Maison";"1932";"propriété privée"
"60057";"Maison";"1933";"propriété privée"
"60057";"Maison Gréber";"1979";"propriété d'une société privée"
"60057";"Ferme du Gros Chêne";"1992";"propriété privée"
"60057";"Maison";"1996";"propriété du département"
"60057";"Remparts gallo-romains";"1889";"propriété de l'Etat"
"60057";"Ancienne abbaye Saint-Quentin";"1963";"propriété du département"
"60057";"Immeuble";"1932";"propriété privée"
"60059";"Château de Béhéricourt";"1988";"propriété privée"
"60060";"Site archéologique au lieudit Le Marais";NA;NA
"60063";"Château d'Auteuil (également sur commune d'Auteuil)";"2007";"propriété d'une société privée"
"60063";"Eglise";"1980";"propriété de la commune"
"60064";"Château de Berneuil";"1949";"propriété privée"
"60064";"Fontaine et calvaire";"1949";"propriété de la commune"
"60064";"Eglise";"1920";"propriété de la commune"
"60066";"Eglise";"1949";"propriété de la commune"
"60067";"Ferme de Sainte-Luce";"1949";"propriété privée"
"60067";"Château de la Mothe";"1986";"propriété privée"
"60067";"Eglise";"1931";"propriété de la commune"
"60068";"Chambrerie de Béthisy-Saint-Pierre";"1998";"propriété privée"
"60068";"Eglise Saint-Pierre";"1913";"propriété de la commune"
"60068";"Châteaux de la Douye et du Roi Jean, au milieu d'un parc, en face de l'église";"1949";"propriété d'une société privée"
"60072";"Eglise Saint-Sulpice et Saint-Antoine";"1912";"propriété de la commune"
"60074";"Eglise de la Nativité";"1971";"propriété de la commune"
"60082";"Ancien prieuré Saint-Nicolas";"1998";"propriété privée"
"60082";"Eglise Saint-Nicolas";"1997";"propriété de la commune"
"60083";"Ancienne abbaye de Lieu-Restauré";"1965";"propriété privée"
"60083";"Eglise";"1913";"propriété de la commune"
"60086";"Château";"2007";"propriété privée"
"60086";"Eglise";"1942";"propriété de la commune"
"60086";"Piscine fluviale dit """" Plage du Lys """"";"2014";"propriété de l'Etat ; propriété de la commune"
"60086";"Ferme de Morancy";"1941";"propriété privée"
"60087";"Mégalithe dit La Queue de Gargantua";"1944";"propriété de la commune"
"60087";"Ancien prieuré";"1930";"propriété privée"
"60087";"Eglise";"1930";"propriété de la commune"
"60088";"Eglise";"1927";"propriété de la commune"
"60089";"Eglise et son cimetière";"1943";"propriété de la commune"
"60090";"Eglise";"1927";"propriété de la commune"
"60091";"Eglise Saint-Pierre et Saint-Paul";"2012";"propriété de la commune"
"60092";"Eglise";"1927";"propriété de la commune"
"60094";"Eglise";"1927";"propriété de la commune"
"60095";"Eglise Saint-Germain";"2000";"propriété de la commune"
"60095";"Château";"1931";"propriété privée"
"60097";"Croix de cimetière";"1913";"propriété de la commune"
"60102";"Eglise";"1927";"propriété de la commune"
"60103";"Château de Bresles, ancienne résidence des évêques de Beauvais";"1986";"propriété de la commune"
"60103";"Eglise";"1988";"propriété de la commune"
"60104";"Ancienne abbaye Notre-Dame de Breteuil";"1883";"propriété d'une association"
"60104";"Entrepôt à vins";"1994";"propriété privée"
"60104";"Maison natale d'Hippolyte Bayard";"2002";"propriété privée"
"60105";"Eglise";"1920";"propriété de la commune"
"60106";"Ponts de Fascines (également sur commune de Breuil-le-Vert)";"1936";NA
"60106";"Château des Etournelles";"2004";"propriété privée"
"60106";"Ferme des Etournelles";"1988";"propriété privée"
"60107";"Eglise";"1921";"propriété de la commune"
"60107";"Ponts de Fascines (également sur commune de Breuil-le-Sec)";"1936";NA
"60112";"Eglise Saint-Michel";"1922";"propriété de la commune"
"60115";"Eglise Saint-Martin";"2011";"propriété de la commune"
"60116";"Eglise";"1862";"propriété de la commune"
"60118";"Eglise";"1920";"propriété de la commune"
"60119";"Eglise";"1920";"propriété de la commune"
"60120";"Restes du calvaire";"1927";NA
"60120";"Ruines de l'église";"1875";"propriété de la commune"
"60123";"Abbaye de Froidmont";"1988";"propriété privée"
"60129";"Restes de l'église";"1928";"propriété de la commune"
"60130";"Eglise Saint-Vaast";"1913";"propriété de la commune"
"60130";"Oppidum du Camp César (éperon barré)";"1988";NA
"60131";"Eglise Saint-Denis";"2013";"propriété de la commune"
"60133";"Eglise de Catillon";"1951";"propriété de la commune"
"60134";"Eglise Saint-Aubin";"1930";"propriété de la commune"
"60134";"Calvaire";"1932";"propriété de la commune"
"60135";"Eglise";"1920";"propriété de la commune"
"60135";"Chapelle de Châteaurouge";"1961";"propriété privée"
"60137";"Chapelle des Trois-Etots";"1970";"propriété de la commune"
"60138";"Eglise de Balagny-sur-Aunette";"1970";"propriété de la commune"
"60138";"Château d'eau";"1998";"propriété de la commune"
"60138";"Eglise";"1921";"propriété de la commune"
"60139";"Eglise Notre-Dame";"1862";"propriété de la commune"
"60139";"Pavillon Conti";"1952";"propriété privée"
"60139";"Site archéologique au lieudit Le Marais (également sur commune de Belle-Eglise)";"1997";"propriété privée"
"60139";"Immeuble";"1949";"propriété privée"
"60139";"Chapelle Saint-Aubin";"1927";"propriété privée"
"60141";"Eglise Notre-Dame de l'Assomption";"1965";"propriété de la commune"
"60141";"La Faisanderie";"1975";"propriété privée"
"60141";"Hippodrome";"1995";"propriété privée"
"60141";"Table du Roi, dit Poteau de la Table";"1970";"propriété privée"
"60141";"Domaine de Chantilly (parc également sur communes d'Avrilly-Saint-Léonard et Vineuil-Saint-Firmin)";"1988";"propriété privée"
"60141";"Ancien Hôtel Spoelberch de Lovenjoul";"1989";"propriété privée"
"60141";"Pavillon de Manse";"1989";"propriété privée"
"60142";"Eglise";"1949";"propriété de la commune"
"60143";"Château de Bertichères";"1999";"propriété d'une société privée"
"60143";"Eglise Saint-Jean-Baptiste";"1913";"propriété de la commune"
"60144";"Croix";"1937";"propriété de la commune"
"60145";"Eglise";"1862";"propriété de la commune"
"60146";"Chapelle funéraire de la famille Joseph Bellemère";"2011";"propriété privée"
"60149";"Eglise";"1920";"propriété de la commune"
"60150";"Abbaye Notre-Dame d'Ourscamp";"1840";"propriété privée"
"60150";"Château Mennechet";"2011";"propriété d'une société privée"
"60150";"Eglise";"1921";"propriété de la commune"
"60151";"Eglise de la Sainte-Trinité";"1920";"propriété de la commune"
"60151";"Prieuré Saint-Etienne";"1948";NA
"60154";"Ancienne salle voûtée attenante à l'église";"1927";"propriété de la commune"
"60155";"Ruines de la grange aux dîmes";"1926";"propriété privée"
"60155";"Eglise Saint-Martin";"1906";"propriété de la commune"
"60155";"Pavillon du Tillet";"2008";"propriété d'une association"
"60156";"Eglise";"1926";"propriété de la commune"
"60157";"Ancien donjon";"1950";"propriété de l'Etat"
"60157";"Eglise Saint-Samson";"1921";"propriété de la commune"
"60157";"Immeuble";"1946";"propriété d'un organisme professionnel"
"60157";"Collège Jean Fernel (ancien)";"2021";"propriété publique"
"60157";"Hôtel particulier";"1998";"propriété privée"
"60157";"Ancienne Sous-Préfecture";"1927";"propriété du département"
"60157";"Hôtel de ville";"1875";"propriété de la commune"
"60157";"Porte de Nointel";"1937";"propriété de la commune"
"60159";"Vestiges du couvent des Jacobins et ancienne enceinte de la ville";"1930";"propriété de la commune"
"60159";"Ancienne prison contiguë à l'Hôtel de ville, derrière la porte de l'Arsenal";"1946";"propriété de la commune"
"60159";"Hôtel";"1946";"propriété privée"
"60159";"Ancienne abbaye de Saint-Corneille, abritant la Bibliothèque municipale Saint-Corneille";"1944";"propriété de la commune"
"60159";"Eglise Saint-Pierre, ancienne église du couvent des Minimes";"1927";"propriété de la commune"
"60159";"Auberge des Trois Lurons";"1946";"propriété privée"
"60159";"Pont de Jeanne d'Arc sous la maison (les arches)";"1935";NA
"60159";"Maison à pan de bois";"1949";"propriété de la commune"
"60159";"Ancien grenier à sel";"1946";"propriété de la commune"
"60159";"Maison";"1946";"propriété privée"
"60159";"Église anglicane Saint-André (ancienne)";"2021";"propriété privée"
"60159";"Hôtel";"1946";"propriété privée"
"60159";"Immeuble";"1949";"propriété privée"
"60159";"Ancien Hôtel d'Artois";"1946";"propriété d'une association"
"60159";"Eglise Saint-Antoine";"1840";"propriété de la commune"
"60159";"Tour Jeanne d'Arc";"1927";"propriété de la commune"
"60159";"Hôtel de la Petite Rose";"1950";"propriété d'un organisme professionnel"
"60159";"Immeubles";"1949";"propriété privée"
"60159";"Hôtel";"1946";"propriété privée"
"60159";"Immeuble";"1926";"propriété privée"
"60159";"Maison";"1929";NA
"60159";"Quartier Bourcier";"2015";"propriété d'un établissement public"
"60159";"Villa Marcot, aujourd'hui annexe du collège Jacques-Monod";"1986";"propriété du département"
"60159";"Hôtel des Rats";"1949";"propriété privée"
"60159";"Maison """"La vieille Cassine""""";"1970";"propriété privée"
"60159";"Chapelle Sainte-Corneille, dans la forêt de Compiègne";"1922";"propriété de l'Etat"
"60159";"Maison";"1950";"propriété privée"
"60159";"Palais et ses abords";"1994";"propriété de l'Etat ; propriété de la commune ; propriété privée"
"60159";"Ancien hôtel des Relations extérieures";"1944";"propriété privée"
"60159";"Anciens remparts";"1951";"propriété privée"
"60159";"Ancien couvent des Minimes, devenu Ecole des Frères des Ecoles chrétiennes, actuelle Ecole Pierre Sauvage";"2001";"propriété de la commune"
"60159";"Clairière de l'Armistice";"2001";"propriété de l'Etat"
"60159";"Faisanderie";"1948";"propriété de l'Etat"
"60159";"Eglise Saint-Jacques";"1907";"propriété de la commune"
"60159";"Ancienne Surintendance des Bâtiments du Roi";"1949";"propriété de l'Etat"
"60159";"Maison";"1946";"propriété privée"
"60159";"Cimetière de Clamart";"1947";"propriété de la commune"
"60159";"Hôtel de ville";"1840";"propriété de la commune"
"60159";"Abbaye de Royallieu";"1947";"propriété privée"
"60159";"Ancien Hôpital Saint-Joseph";"1946";"propriété d'un établissement public communal"
"60162";"Château de Corbeil-Cerf";"1966";"propriété privée"
"60162";"Eglise";"1966";"propriété de la commune"
"60166";"Eglise";"1924";"propriété de la commune"
"60167";"Eglise";"1913";"propriété de la commune"
"60169";"Château";"1998";"propriété d'une association"
"60169";"Eglise";"1978";"propriété de la commune"
"60170";"Eglise";"1970";"propriété de la commune"
"60170";"Calvaire de l'Abbé Prévost";"1950";"propriété de la commune"
"60171";"Manoir de Courtieux";"2003";"propriété privée"
"60171";"Eglise";"1927";"propriété de la commune"
"60172";"Château de la Reine Blanche";"1989";"propriété privée"
"60172";"Château";"2002";"propriété privée"
"60173";"Eglise";"1906";"propriété de la commune"
"60173";"Ancienne usine dite Parvillée";"2002";"propriété privée"
"60175";"Ancien château";"1923";NA
"60175";"Eglise Saint-Médard";"1920";"propriété de la commune"
"60175";"Pavillon";"1925";"propriété de la commune"
"60176";"Maison";"1978";"propriété privée"
"60176";"Maison Le Corandon";"1979";"propriété privée"
"60176";"Eglise Saint-Denis";"1977";"propriété de la commune"
"60176";"Maison dite ancien Hôtel d'Orléans";"1978";"propriété privée"
"60176";"Maison";"1933";"propriété privée"
"60176";"Ancienne abbaye Saint-Arnould";"1943";"propriété privée"
"60176";"Hôtel de la Rose";"2001";"propriété privée"
"60176";"Maison";"1933";"propriété privée"
"60176";"Porte de Paris";"1951";"propriété de la commune"
"60176";"Ancien château Saint-Aubin";"1926";"propriété de la commune"
"60176";"Site de Fondmarin";"2003";"propriété privée"
"60176";"Maison";"1933";"propriété privée"
"60176";"Eglise de Bouillant";"1951";"propriété de la commune"
"60176";"Restes de l'église Saint-Thomas";"1875";"propriété de la commune"
"60177";"Eglise";"1949";"propriété de la commune"
"60177";"Calvaire";"1949";"propriété de la commune"
"60177";"Château";"1949";"propriété privée"
"60178";"Eglise Saint-Nicolas";"1988";"propriété de la commune"
"60178";"Château";"1959";"propriété de la commune"
"60183";"""""Maison dite """" du Chapitre """", ancien presbytère""""";"2013";"propriété privée"
"60184";"Eglise";"1920";"propriété de la commune"
"60188";"Château";"1986";"propriété d'une société privée"
"60188";"Eglise Saint-Martin";"1913";"propriété de la commune"
"60188";"Monument commémoratif français de la Première Guerre Mondiale, sis dans le cimetière";"1998";"propriété de la commune"
"60195";"Eglise (à l'exception de la nef)";"1926";"propriété de la commune"
"60203";"Eglise et cimetière qui l'entoure";"1954";"propriété de la commune"
"60206";"Eglise";"1913";"propriété de la commune"
"60207";"Eglise";"1937";"propriété de la commune"
"60208";"Eglise";"2004";"propriété de la commune"
"60208";"Ferme";"2004";"propriété privée"
"60211";"Atelier et jardin de Pissarro";"1998";"propriété privée"
"60213";"Ermitage de Jean-Jacques Rousseau";"1933";"propriété privée"
"60213";"Eglise";"1911";"propriété de la commune"
"60213";"Domaine de Jean-Jacques-Rousseau";"1930";"propriété privée ; propriété du département"
"60226";"Eglise Notre-Dame";"1987";"propriété de la commune"
"60230";"Eglise";"1926";"propriété de la commune"
"60231";"Grotte sépulcrale";"1970";"propriété privée"
"60231";"Eglise de Morcourt";"1927";"propriété privée"
"60234";"Eglise";"1951";"propriété de la commune"
"60235";"Eglise";"1931";"propriété de la commune"
"60238";"Ancien prieuré Saint-Christophe";"1923";"propriété d'une association"
"60238";"Eglise";"1978";"propriété de la commune"
"60239";"Eglise";"1993";"propriété de la commune"
"60241";"Grange de la ferme de Fourcheret";"1999";"propriété privée"
"60241";"Ancienne abbaye de Chaalis";"1965";"propriété privée"
"60244";"Eglise";"1930";"propriété de la commune"
"60244";"Cimetière";"1964";"propriété de la commune"
"60249";"Eglise";"1906";"propriété de la commune"
"60250";"Eglise de Montmille";"1913";"propriété de la commune"
"60254";"Sucrerie de Francières";"1999";"propriété d'une société privée"
"60256";"Eglise";"2001";"propriété de la commune"
"60256";"Château";"1983";"propriété d'une société privée"
"60257";"Eglise";"1927";"propriété de la commune"
"60260";"Eglise";"1920";"propriété de la commune"
"60260";"Eglise de Pondron";"1920";"propriété de la commune"
"60261";"Eglise du Luat";"1928";"propriété de la commune"
"60261";"Eglise de Fresnoy";"1928";"propriété de la commune"
"60264";"Eglise Saint-Fuscien";"1998";"propriété de la commune"
"60264";"Ancien presbytère";"2000";"propriété de la commune"
"60271";"Collégiale Saint-Pierre";"1984";"propriété de la commune"
"60271";"Ancien moulin";"1986";"propriété d'une société privée"
"60272";"Eglise et cimetière qui l'entoure";"1948";"propriété de la commune"
"60274";"Eglise Notre-Dame Sainte-Marguerite";"1913";"propriété de la commune"
"60281";"Monument funéraire de Madame Jarry de Mancy";"1949";"propriété de la commune"
"60282";"Eglise";"1988";"propriété de la commune"
"60282";"Domaine des Fontaines";"1999";"propriété d'une société privée"
"60286";"Eglise";"1927";"propriété de la commune"
"60287";"Eglise";"1920";"propriété de la commune"
"60289";"Moulin dit de Pierre";"2001";"propriété privée"
"60290";"Eglise Saint-Aubin";"2012";"propriété de la commune"
"60290";"Grange dimière";"2015";"propriété privée"
"60291";"Chapelle funéraire de la famille de Berny dans le cimetière";"2000";"propriété privée"
"60293";"Eglise";"1922";"propriété de la commune"
"60296";"Château";"1987";"propriété d'une société privée"
"60297";"Eglise Notre-Dame du Hamel";"2007";"propriété de la commune"
"60299";"Boutique de tisserand";"1992";"propriété privée"
"60304";"Maison à pan de bois";"1994";"propriété privée"
"60305";"Eglise";"1920";"propriété de la commune"
"60307";"Eglise";"1993";"propriété de la commune"
"60307";"Château";NA;NA
"60309";"Croix";"1922";"propriété de la commune"
"60309";"Château";"1960";"propriété de la commune"
"60313";"Eglise";"1927";"propriété de la commune"
"60313";"Ancienne abbaye cistercienne de Froidmont";"1988";"propriété privée"
"60315";"Eglise Saint-Denis";"1995";"propriété de la commune"
"60317";"Eglise";"1980";"propriété de la commune"
"60320";"Ancien château";"1977";"propriété privée"
"60324";"Eglise";"1920";"propriété de la commune"
"60324";"Vestiges du château de l'Ortois";"2004";"propriété privée"
"60325";"Eglise Saint-Pierre";"1921";"propriété de la commune"
"60326";"Eglise Saint-Nicolas";"1920";"propriété de la commune"
"60327";"Eglise";"1921";"propriété de la commune"
"60327";"Château de Théribus";NA;NA
"60333";"Fours de la Crapaudière";"2000";"propriété privée"
"60335";"Eglise Notre-Dame";"2011";"propriété de la commune"
"60335";"Ferme de Vidame";"1986";"propriété privée"
"60337";"Eglise et terre-plein qui l'entoure";"1949";"propriété de la commune"
"60342";"Commanderie";"1988";"propriété de la commune ; propriété privée"
"60342";"Eglise";"1911";"propriété de la commune"
"60356";"Château de Saint-Cyr et ses communs";"1969";"propriété privée"
"60356";"Eglise";"1862";"propriété de la commune"
"60357";"Eglise Saint-Eloi";"1927";"propriété de la commune"
"60360";"Château de la Rochefoucauld";"1930";"propriété privée"
"60363";"Eglise Saint-Martin";"1969";"propriété de la commune"
"60366";"Prieuré de Wariville";"2006";"propriété privée"
"60366";"Eglise Saint-Lucien";"2002";"propriété de la commune"
"60368";"Château d’Annel";"2018";"propriété privée"
"60369";"Porte";"1949";"propriété privée"
"60369";"Site archéologique de la Butte de Rhuis";"1993";"propriété privée"
"60374";"Croix de chemin";"1922";"propriété de la commune"
"60374";"Eglise Sainte-Marie-Madeleine de Maignelay";"1862";"propriété de la commune"
"60374";"Eglise Saint-Martin de Montigny";"1919";"propriété de la commune"
"60374";"Chapelle";"1922";"propriété de la commune"
"60375";"Eglise";"1950";"propriété de la commune"
"60379";"Eglise";"1919";NA
"60380";"Eglise";"1922";NA
"60382";"Quai des Déportés, en gare de Compiègne";"2001";"propriété d'un établissement public de l'Etat"
"60382";"Eglise Sainte-Jeanne-d'Arc";"2016";"propriété d'une association diocésaine"
"60383";"Eglise";"1970";"propriété de la commune"
"60385";"Eglise";"1920";"propriété de la commune"
"60393";"Eglise";"1921";"propriété de la commune"
"60393";"Maison du 18e siècle";"1927";"propriété privée"
"60393";"Châteaux";"1989";"propriété privée"
"60394";"Croix en pierre de l'époque de la Renaissance";"1896";NA
"60395";"Domaine de Sandricourt (également sur commune d'Amblainville)";"1991";"propriété privée"
"60395";"Ancienne usine Desmarest";"1994";"propriété de la commune"
"60398";"Eglise Saint-Michel";"1966";"propriété de la commune"
"60401";"Château de Théribus (également sur commune de Jouy-sous-Thelle)";"2007";"propriété privée"
"60402";"Château";"1977";"propriété privée"
"60404";"Eglise Saint-Denis";"1937";NA
"60408";"Eglise";"1920";"propriété de la commune"
"60411";"Ruines de l'église de Marquemont";"1934";"propriété de la commune"
"60413";"Eglise";"1862";"propriété de la commune"
"60414";"Eglise (ancienne église collégiale)";"1862";NA
"60414";"Usine Voirin-Marinoni";"2020";"propriété d’un établissement public"
"60415";"Eglise";"1971";"propriété de la commune"
"60415";"Restes du château";"1963";"propriété privée"
"60416";"Calvaire";"1892";"propriété de la commune"
"60420";"Eglise";"1913";"propriété de la commune"
"60421";"Eglise";"1963";"propriété de la commune"
"60421";"Château";"1989";"propriété privée"
"60425";"Ferme de Poneaux ou de Tournelles";"1969";"propriété privée"
"60428";"Ferme seigneuriale";"2015";"propriété privée ; propriété de la commune"
"60428";"Ferme seigneuriale";"2015";"propriété de la commune ; propriété privée"
"60430";"Ancien prieuré de Saint-Nicolas de Courson dans la forêt de Compiègne";"1905";"propriété de l'Etat"
"60430";"Ancienne abbaye";"1840";"propriété de la commune ; propriété privée"
"60432";"Fontaine à l'entrée du village";"1946";"propriété de la commune"
"60432";"Château de Vallière";"1975";"propriété d'une société privée"
"60432";"Domaine de Mortefontaine";"2004";"propriété privée ; propriété de la commune"
"60435";"Manoir de Morvillers";"2006";"propriété privée"
"60437";"Château";"2009";"propriété privée"
"60438";"Butte des Zouaves";"2002";"propriété d'une société privée"
"60438";"Eglise Saint-Médard";"1920";"propriété de la commune"
"60439";"Eglise Saint-Léger";"1936";"propriété de la commune"
"60439";"Maison Bordez-Greber";"1990";"propriété privée"
"60445";"Restes du prieuré de Bellefontaine";"1894";"propriété privée"
"60445";"Abri du Kronprinz";"1999";"propriété d'une société privée"
"60446";"Ancien château";"1950";"propriété privée"
"60446";"Eglise";"1908";"propriété de la commune"
"60447";"Eglise";"1949";"propriété de la commune"
"60447";"Ferme, à droite en regardant l'église";"1950";"propriété privée"
"60447";"Manoir de Mulleux (ou Hulleux)";"1971";"propriété privée"
"60447";"Ferme, à gauche en regardant l'église";"1949";"propriété d'une société privée"
"60450";"Eglise";"1930";"propriété de la commune"
"60451";"Ancienne commanderie des Templiers";"1913";"propriété privée"
"60451";"Eglise";"1933";"propriété de la commune"
"60454";"Eglise Notre-Dame de la Nativité";"1927";"propriété de la commune"
"60454";"Ancien couvent des Cordeliers de Notre-Dame-de-la-Garde";"1951";"propriété de l'Etat"
"60456";"Eglise";"1949";"propriété de la commune"
"60463";"Croix des Vierges";"1927";"propriété de la commune"
"60463";"Restes du château de Sarcus";"1929";"propriété de la commune"
"60463";"Eglise Saint-Marie-et-Sainte-Brigitte de Nogent-les-Vierges";"1846";"propriété de la commune"
"60464";"Camp de César";"1937";"propriété privée"
"60464";"Ancienne ferme du marquisat de Nointel";"1992";"propriété privée"
"60464";"Eglise";"1927";"propriété de la commune"
"60466";"Eglise";"1949";"propriété de la commune"
"60471";"Hôtel de ville";"2004";"propriété de la commune"
